day hour target context tick age_infector age id_infector id
 12 13 workplaces "workplace" 301 38 53 1060 932
 12 15 workplaces "workplace" 303 33 45 511 825
 12 15 workplaces "workplace" 303 72 43 866 837
 12 15 workplaces "workplace" 303 58 47 1108 965
 12 21 households "household" 309 8 49 264 266
 13 1 households "household" 313 18 54 493 492
 13 1 households "household" 313 2 52 929 930
 13 1 households "household" 313 66 19 607 606
 13 1 households "household" 313 4 68 484 486
 13 3 households "household" 315 8 25 758 757
 13 4 households "household" 316 6 24 1161 1162
 13 5 households "household" 317 2 51 779 778
 13 6 households "household" 318 13 70 794 792
 13 6 households "household" 318 74 41 1200 1203
 13 6 households "household" 318 11 1 545 544
 13 8 workplaces "workplace" 320 64 69 868 499
 13 8 schools "school" 320 17 15 958 1052
 13 8 schools "school" 320 10 11 321 380
 13 9 schools "school" 321 17 14 858 346
 13 10 schools "school" 322 15 12 1026 670
 13 10 schools "school" 322 7 11 327 990
 13 11 schools "school" 323 11 7 990 643
 13 11 workplaces "workplace" 323 68 71 486 854
 13 12 workplaces "workplace" 324 66 19 607 784
 13 17 households "household" 329 10 41 898 899
 13 21 households "household" 333 17 36 943 942
 13 21 households "household" 333 54 42 668 671
 14 2 households "household" 338 2 37 518 516
 14 5 households "household" 341 4 24 501 503
 14 6 households "household" 342 53 37 1053 1055
 14 6 households "household" 342 17 64 812 814
 14 6 households "household" 342 15 1 949 950
 14 7 households "household" 343 52 43 1095 1093
 14 8 workplaces "workplace" 344 18 41 994 322
 14 8 workplaces "workplace" 344 68 35 486 376
 14 10 workplaces "workplace" 346 19 35 874 644
 14 11 workplaces "workplace" 347 33 37 511 1019
 14 16 schools "school" 352 9 12 839 371
 14 18 households "household" 354 0 58 900 760
 14 21 households "household" 357 9 61 890 889
 14 23 households "household" 359 58 71 1078 1077
 14 23 households "household" 359 19 21 874 875
 14 23 households "household" 359 6 55 646 647
 15 2 households "household" 362 76 67 840 841
 15 7 households "household" 367 15 73 695 694
 15 9 workplaces "workplace" 369 20 43 800 599
 15 11 workplaces "workplace" 371 24 22 995 416
 15 12 schools "school" 372 7 17 643 1174
 15 13 schools "school" 373 11 17 396 961
 15 15 workplaces "workplace" 375 62 37 1112 369
 15 15 schools "school" 375 9 17 839 904
 15 16 schools "school" 376 15 1 848 536
 15 22 households "household" 382 36 71 942 941
 16 1 households "household" 385 15 49 586 587
 16 2 households "household" 386 3 46 745 747
 16 6 households "household" 390 67 45 375 373
 16 6 households "household" 390 3 36 745 744
 16 8 schools "school" 392 11 12 1186 363
 16 9 workplaces "workplace" 393 62 63 580 818
 16 10 workplaces "workplace" 394 57 27 1007 692
 16 12 workplaces "workplace" 396 24 48 540 504
 16 14 workplaces "workplace" 398 19 48 524 466
 17 0 households "household" 408 41 20 899 897
 17 4 households "household" 412 4 58 673 675
 17 4 households "household" 412 61 21 278 277
 17 4 households "household" 412 12 39 1130 1131
 17 9 schools "school" 417 6 14 1161 506
 17 9 schools "school" 417 0 17 660 424
 17 9 workplaces "workplace" 417 41 42 342 774
 17 11 schools "school" 419 17 12 424 555
 17 12 schools "school" 420 9 6 1166 855
 17 15 schools "school" 423 14 10 506 916
 17 21 households "household" 429 39 45 1131 1129
 18 3 households "household" 435 15 26 949 948
 18 7 households "household" 439 0 68 934 933
 18 9 workplaces "workplace" 441 18 18 493 315
 18 10 workplaces "workplace" 442 58 75 445 293
 18 13 workplaces "workplace" 445 41 31 1203 1036
 18 14 workplaces "workplace" 446 55 74 1195 471
 18 17 households "community" 449 61 36 1170 1168
 18 21 households "household" 453 0 78 913 912
 19 5 households "household" 461 49 8 587 584
 19 8 workplaces "workplace" 464 63 36 381 798
 19 9 workplaces "workplace" 465 53 26 836 362
 19 9 workplaces "workplace" 465 25 56 618 780
 19 10 workplaces "workplace" 466 53 48 836 735
 19 12 workplaces "workplace" 468 35 35 376 924
 19 23 households "household" 479 45 69 825 824
 20 2 households "household" 482 10 59 1114 1113
 20 5 households "household" 485 14 59 506 505
 20 8 workplaces "workplace" 488 19 72 524 809
 20 10 workplaces "workplace" 490 59 23 1113 687
 20 13 workplaces "workplace" 493 20 72 897 996
 20 14 workplaces "workplace" 494 74 51 471 410
 20 15 workplaces "workplace" 495 71 62 941 632
 20 17 households "workplace" 497 62 10 632 634
 20 19 households "household" 499 26 36 362 307
 21 4 households "household" 508 72 79 996 998
 21 8 workplaces "workplace" 512 64 29 625 773
 21 13 workplaces "workplace" 517 61 55 1170 1088
 21 21 households "household" 525 55 16 1088 1090
 21 22 households "household" 526 44 73 393 392
 22 9 workplaces "workplace" 537 44 65 393 877
 22 10 workplaces "workplace" 538 35 32 376 952
 22 14 workplaces "workplace" 542 59 62 505 662
 22 14 workplaces "workplace" 542 42 38 671 595
 22 22 households "household" 550 16 73 1090 1089
 24 8 workplaces "workplace" 584 51 70 778 472
 24 10 workplaces "workplace" 586 49 48 587 870
 24 12 workplaces "workplace" 588 58 25 445 741
 25 6 households "household" 606 65 71 877 879
 26 14 workplaces "workplace" 638 73 58 1089 289
 27 8 workplaces "workplace" 656 48 65 870 310
 27 22 households "household" 670 15 59 848 851
 28 0 households "household" 672 65 76 310 309
 32 5 households "household" 773 58 47 289 290
 32 15 workplaces "workplace" 783 59 51 505 978
